full_name	Kingdom	Phylum	Class	Order	Family	Genus	Specie
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Hydrogenothermaceae	g__Sulfurihydrogenibium	no_classified
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_sp._YO3AOP1	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Hydrogenothermaceae	g__Sulfurihydrogenibium	s__Sulfurihydrogenibium_sp._YO3AOP1
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_azorense	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Hydrogenothermaceae	g__Sulfurihydrogenibium	s__Sulfurihydrogenibium_azorense
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	no_classified	no_classified
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Thermocrinis	no_classified
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_minervae	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Thermocrinis	s__Thermocrinis_minervae
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_ruber	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Thermocrinis	s__Thermocrinis_ruber
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_albus	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Thermocrinis	s__Thermocrinis_albus
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenobacter	no_classified
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter|s__Hydrogenobacter_thermophilus	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenobacter	s__Hydrogenobacter_thermophilus
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter|s__Hydrogenobacter_sp._T-8	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenobacter	s__Hydrogenobacter_sp._T-8
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Aquifex	no_classified
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex|s__Aquifex_aeolicus	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Aquifex	s__Aquifex_aeolicus
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenobaculum	no_classified
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp._HO	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenobaculum	s__Hydrogenobaculum_sp._HO
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp._Y04AAS1	k__Bacteria	p__Aquificae	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenobaculum	s__Hydrogenobaculum_sp._Y04AAS1
k__Bacteria|p__Thermotogae	k__Bacteria	p__Thermotogae	no_classified	no_classified	no_classified	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae	k__Bacteria	p__Thermotogae	c__Thermotogae	no_classified	no_classified	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Mesoaciditogales	no_classified	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Mesoaciditogales	f__Mesoaciditogaceae	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae|g__Athalassotoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Mesoaciditogales	f__Mesoaciditogaceae	g__Athalassotoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae|g__Athalassotoga|s__Athalassotoga_saccharophila	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Mesoaciditogales	f__Mesoaciditogaceae	g__Athalassotoga	s__Athalassotoga_saccharophila
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	no_classified	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Kosmotoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_olearia	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Kosmotoga	s__Kosmotoga_olearia
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Kosmotoga	s__Kosmotoga_pacifica
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Mesotoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_prima	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Mesotoga	s__Mesotoga_prima
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_infera	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Mesotoga	s__Mesotoga_infera
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	no_classified	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Petrotoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_mobilis	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Petrotoga	s__Petrotoga_mobilis
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Defluviitoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga_tunisiensis	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Defluviitoga	s__Defluviitoga_tunisiensis
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Marinitoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_piezophila	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Marinitoga	s__Marinitoga_piezophila
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1137	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Marinitoga	s__Marinitoga_sp._1137
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	no_classified	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_elfii	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_elfii
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_lettingae
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_hypogea	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_hypogea
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Pseudothermotoga	s__Pseudothermotoga_thermarum
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_neapolitana	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_neapolitana
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_naphthophila	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_naphthophila
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._2812B	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._2812B
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._Cell2	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._Cell2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_petrophila
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ7	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._RQ7
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_maritima	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_maritima
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ2	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_sp._RQ2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_caldifontis	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_caldifontis
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_profunda	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Thermotogaceae	g__Thermotoga	s__Thermotoga_profunda
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	no_classified	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_islandicum
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_changbaicum	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_changbaicum
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_nodosum
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium_pennivorans
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	no_classified
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1063	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_sp._1063
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1070	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_sp._1070
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_melanesiensis	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_melanesiensis
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_africanus	k__Bacteria	p__Thermotogae	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Thermosipho	s__Thermosipho_africanus
k__Bacteria|p__Acidobacteria	k__Bacteria	p__Acidobacteria	no_classified	no_classified	no_classified	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Blastocatellia	k__Bacteria	p__Acidobacteria	c__Blastocatellia	no_classified	no_classified	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium	k__Bacteria	p__Acidobacteria	c__Blastocatellia	no_classified	no_classified	g__Chloracidobacterium	no_classified
k__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium|s__Chloracidobacterium_thermophilum	k__Bacteria	p__Acidobacteria	c__Blastocatellia	no_classified	no_classified	g__Chloracidobacterium	s__Chloracidobacterium_thermophilum
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria	k__Bacteria	p__Acidobacteria	c__Vicinamibacteria	no_classified	no_classified	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae	k__Bacteria	p__Acidobacteria	c__Vicinamibacteria	no_classified	f__Vicinamibacteraceae	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea	k__Bacteria	p__Acidobacteria	c__Vicinamibacteria	no_classified	f__Vicinamibacteraceae	g__Luteitalea	no_classified
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea|s__Luteitalea_pratensis	k__Bacteria	p__Acidobacteria	c__Vicinamibacteria	no_classified	f__Vicinamibacteraceae	g__Luteitalea	s__Luteitalea_pratensis
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	no_classified	no_classified	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	no_classified	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	f__Solibacteraceae	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	f__Solibacteraceae	g__Candidatus_Solibacter	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter|s__Candidatus_Solibacter_usitatus	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	f__Solibacteraceae	g__Candidatus_Solibacter	s__Candidatus_Solibacter_usitatus
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	f__Bryobacteraceae	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae|g__Paludibaculum	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	f__Bryobacteraceae	g__Paludibaculum	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae|g__Paludibaculum|s__Paludibaculum_fermentans	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Bryobacterales	f__Bryobacteraceae	g__Paludibaculum	s__Paludibaculum_fermentans
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	no_classified	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	no_classified	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidobacterium	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Acidobacterium_capsulatum	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidobacterium	s__Acidobacterium_capsulatum
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|s__Acidobacteriaceae_bacterium_SBC82	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	no_classified	s__Acidobacteriaceae_bacterium_SBC82
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Candidatus_Koribacter	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Candidatus_Koribacter_versatilis	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Candidatus_Koribacter	s__Candidatus_Koribacter_versatilis
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Granulicella	no_classified
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_sp._5B5	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Granulicella	s__Granulicella_sp._5B5
